Reference_DB_ID,Organism_Meta_Data,Organism_List,ca01_ra,ca04_ra,ca05_ra,ca07_ra,ca10_ra,ca14_ra,ca15_ra,ca18_ra,ca21_ra,ca22_ra,ca23_ra,cb01_ra,cb04_ra,cb05_ra,cb07_ra,cb10_ra,cb14_ra,cb15_ra,cb18_ra,cb21_ra,cb22_ra,pa03_ra,pa04_ra,pa05_ra,pa06_ra,pa08_ra,pa10_ra,pa11_ra,pa18_ra,pa19_ra,pa22_ra,pa23_ra,pa28_ra,pb03_ra,pb04_ra,pb05_ra,pb06_ra,pb08_ra,pb10_ra,pb11_ra,pb18_ra,pb19_ra,pb22_ra,pb23_ra,pb28_ra,,,,,,,,,,
129,strain_BOB25_complete_genome,Bacteroides_fragilis_CP011073.1,0.00035,0.00010,0.00029,0.00080,0.00018,0.00007,0.00007,0.00088,0.00022,0.00021,0.00016,0.00006,0.00052,0.00013,0.00097,0.00036,0.00049,0.00003,0.00284,0.00024,0.00028,0.10813,0.00124,0.00036,0.00075,0.02329,0.00028,0.05101,0.01953,0.00010,0.00630,0.00466,0.00010,0.06238,0.01369,0.00063,0.00069,0.01304,0.00021,0.15745,0.01350,0.00017,0.00190,0.00116,0.00013,,,,,,,,,,
101,O104:H4_str_2009EL-2050_complete_genome,Escherichia_coli_CP003297.1,0.00034,0.00000,0.00000,0.00000,0.00000,0.00001,0.00001,0.00002,0.00004,0.00000,0.00000,0.00406,0.00001,0.00089,0.00000,0.00000,0.00001,0.00001,0.00000,0.00000,0.00007,0.00008,0.03576,0.00115,0.00000,0.00005,0.00001,0.00033,0.00003,0.00001,0.00062,0.00236,0.00004,0.00017,0.00749,0.00024,0.00038,0.00038,0.00014,0.00161,0.00237,0.00253,0.00113,0.00375,0.00094,,,,,,,,,,
66,strain_Z31_chromosome_complete_genome,Clostridioides_difficile_CP013196.1,0.00034,0.00019,0.00057,0.00062,0.00042,0.00026,0.00026,0.00101,0.00061,0.00093,0.00085,0.00011,0.00050,0.00015,0.00075,0.00040,0.00023,0.00091,0.00046,0.00058,0.00128,0.00140,0.00083,0.00226,0.00021,0.00200,0.00022,0.00072,0.00014,0.00029,0.00088,0.00049,0.00035,0.00106,0.00138,0.00038,0.00047,0.00060,0.00048,0.00019,0.00034,0.00030,0.00010,0.00010,0.00073,,,,,,,,,,
87,WM1_chromosome_complete_genome, Clostridium _saccharolyticum_CP002109.1,0.00031,0.00021,0.00061,0.00054,0.00037,0.00027,0.00027,0.00013,0.00032,0.00021,0.00019,0.00041,0.00017,0.00021,0.00038,0.00044,0.00046,0.00056,0.00014,0.00034,0.00034,0.00019,0.00006,0.00022,0.00025,0.00012,0.00005,0.00027,0.00023,0.00014,0.00027,0.00026,0.00030,0.00023,0.00038,0.00011,0.00004,0.00012,0.00005,0.00006,0.00009,0.00025,0.00005,0.00003,0.00024,,,,,,,,,,
77,subsp_longum_JCM_1217_DNA_complete_genome,Bifidobacterium_longum_AP010888.1,0.00029,0.00055,0.00145,0.00036,0.00012,0.00008,0.00008,0.00136,0.00124,0.00142,0.00142,0.00031,0.00062,0.00013,0.00020,0.00046,0.00011,0.00036,0.00006,0.00167,0.00079,0.00050,0.00230,0.00015,0.00007,0.00004,0.00045,0.00095,0.00557,0.00100,0.00052,0.00032,0.00056,0.00168,0.00002,0.00000,0.00027,0.00022,0.00000,0.00058,0.00007,0.00005,0.00004,0.00000,0.00007,,,,,,,,,,
147,7-10-1-b_draft_genome,Gordonibacter_pamelaeae_FP929047.1,0.00026,0.00032,0.00059,0.00056,0.00029,0.00062,0.00062,0.00145,0.00156,0.00116,0.00103,0.00058,0.00021,0.00012,0.00048,0.00037,0.00072,0.00391,0.00183,0.00107,0.00055,0.00078,0.00457,0.00049,0.00024,0.00267,0.00099,0.00135,0.00096,0.00031,0.00031,0.00038,0.00077,0.00218,0.00271,0.00081,0.00010,0.00038,0.00055,0.00092,0.00136,0.00056,0.00022,0.00015,0.00352,,,,,,,,,,
8,strain_KIST612_complete_genome,Eubacterium_callanderi_CP002273.2,0.00024,0.00012,0.00031,0.00070,0.00007,0.00006,0.00006,0.00019,0.00023,0.00094,0.00092,0.00015,0.00019,0.00009,0.00091,0.00007,0.00011,0.00017,0.00029,0.00014,0.00087,0.00321,0.00074,0.00112,0.00001,0.00052,0.00556,0.00011,0.00009,0.00022,0.00026,0.00033,0.00048,0.01583,0.00294,0.00364,0.00000,0.00036,0.04605,0.00006,0.00012,0.00032,0.00006,0.00004,0.00153,,,,,,,,,,
1,P_36-108_complete_genome,Bacteroides_helcogenes_CP002352.1,0.00024,0.00122,0.00101,0.00264,0.00219,0.00019,0.00019,0.00034,0.00299,0.00019,0.00022,0.00051,0.00226,0.00030,0.00284,0.00240,0.00150,0.00017,0.00487,0.00264,0.00019,0.00271,0.00009,0.00093,0.00003,0.00102,0.00345,0.00014,0.00630,0.00066,0.00052,0.00062,0.00052,0.00136,0.00012,0.00090,0.00003,0.00412,0.00368,0.00010,0.00495,0.00104,0.00001,0.00076,0.00085,,,,,,,,,,
73,T110_complete_genome,Enterococcus_faecium_CP006030.1,0.00023,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00009,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,,
94,RBL67_complete_genome,Bifidobacterium_thermophilum_CP004346.1,0.00018,0.00005,0.00005,0.00008,0.00001,0.00001,0.00001,0.00035,0.00002,0.00032,0.00026,0.00034,0.00001,0.00001,0.00006,0.00002,0.00002,0.00006,0.00004,0.00001,0.00019,0.00004,0.00000,0.00003,0.00000,0.00004,0.00003,0.00010,0.00001,0.00003,0.00000,0.00001,0.00006,0.00011,0.00000,0.00001,0.00000,0.00002,0.00001,0.00002,0.00000,0.00000,0.00000,0.00000,0.00001,,,,,,,,,,
28,1303_complete_genome,Escherichia_coli_CP009166.1,0.00017,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00021,0.00000,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003,0.00093,0.00503,0.00045,0.00001,0.00001,0.00000,0.00010,0.00000,0.00000,0.00033,0.00019,0.00003,0.00003,0.00058,0.00010,0.00013,0.00012,0.00007,0.00164,0.00027,0.00201,0.00074,0.00032,0.00035,,,,,,,,,,
78,subsp_longum_strain_NCIMB8809_completegenome,Bifidobacterium_longum_CP011964.1,0.00016,0.00011,0.00057,0.00013,0.00004,0.00003,0.00003,0.00072,0.00075,0.00034,0.00034,0.00018,0.00010,0.00004,0.00008,0.00020,0.00006,0.00009,0.00009,0.00089,0.00016,0.00034,0.00092,0.00012,0.00013,0.00002,0.00120,0.00053,0.00380,0.00070,0.00035,0.00014,0.00039,0.00092,0.00000,0.00000,0.00277,0.00006,0.00000,0.00027,0.00005,0.00003,0.00008,0.00000,0.00013,,,,,,,,,,
79,JCM_7019_complete_genome,Bifidobacterium_breve_CP006713.1,0.00015,0.00004,0.00026,0.00003,0.00002,0.00005,0.00005,0.00092,0.00011,0.00017,0.00017,0.00015,0.00005,0.00003,0.00005,0.00029,0.00005,0.00033,0.00011,0.00012,0.00019,0.00011,0.00054,0.00008,0.00385,0.00015,0.00021,0.00615,0.00136,0.00022,0.00017,0.00003,0.00043,0.00022,0.00005,0.00001,0.00004,0.00005,0.00001,0.00300,0.00002,0.00001,0.00002,0.00000,0.00001,,,,,,,,,,
111,UPII9-5_chromosome_complete_genome,Mageeibacillus_indolicus_CP001850.2,0.00015,0.00005,0.00009,0.00010,0.00002,0.00002,0.00002,0.00002,0.00008,0.00006,0.00007,0.00013,0.00004,0.00002,0.00009,0.00001,0.00004,0.00004,0.00002,0.00006,0.00075,0.00004,0.00013,0.00012,0.00000,0.00006,0.00003,0.00002,0.00002,0.00002,0.00007,0.00003,0.00001,0.00004,0.00004,0.00007,0.00000,0.00001,0.00001,0.00002,0.00006,0.00002,0.00001,0.00001,0.00004,,,,,,,,,,
170,NCTC_9343_complete_genome,Bacteroides_fragilis_CR626927.1,0.00014,0.00026,0.00153,0.00145,0.00030,0.00021,0.00021,0.00063,0.00020,0.00007,0.00004,0.00008,0.00108,0.00047,0.00131,0.00035,0.00174,0.00007,0.00270,0.00024,0.00009,0.00774,0.00351,0.00047,0.00171,0.00485,0.00023,0.01116,0.01738,0.00032,0.00329,0.00264,0.00045,0.00606,0.00408,0.00256,0.00221,0.00831,0.00039,0.03044,0.01025,0.00043,0.00172,0.00194,0.00034,,,,,,,,,,
65,R20291_complete_genome,Clostridium_difficile_FN545816.1,0.00013,0.00066,0.00091,0.00078,0.00050,0.00027,0.00027,0.00071,0.00156,0.00061,0.00054,0.00010,0.00078,0.00037,0.00089,0.00061,0.00095,0.00089,0.00085,0.00073,0.00159,0.00048,0.00012,0.00203,0.00050,0.00050,0.00046,0.00083,0.00026,0.00047,0.00070,0.00078,0.00040,0.00018,0.00051,0.00043,0.00027,0.00038,0.00011,0.00037,0.00031,0.00050,0.00027,0.00011,0.00041,,,,,,,,,,
89,DSM_20707_complete_genome,Porphyromonas_asaccharolytica_CP002689.1,0.00012,0.00002,0.00007,0.00003,0.00001,0.00003,0.00003,0.00001,0.00005,0.00003,0.00006,0.00002,0.00000,0.00000,0.00006,0.00001,0.00000,0.00000,0.00003,0.00000,0.01254,0.00006,0.00000,0.00021,0.00000,0.00002,0.00005,0.00000,0.00007,0.00001,0.00012,0.00142,0.00011,0.00009,0.00001,0.00299,0.00000,0.00015,0.00002,0.00000,0.00011,0.00001,0.00013,0.00005,0.00033,,,,,,,,,,
100,DH1_complete_genome,Escherichia_coli_CP001637.1,0.00011,0.00000,0.00001,0.00000,0.00000,0.00003,0.00003,0.00001,0.00000,0.00000,0.00000,0.00057,0.00001,0.00010,0.00000,0.00000,0.00001,0.00002,0.00000,0.00000,0.00002,0.00091,0.00100,0.00026,0.00000,0.00001,0.00000,0.00019,0.00000,0.00000,0.00015,0.00051,0.00002,0.00002,0.00030,0.00005,0.00010,0.00012,0.00003,0.00069,0.00043,0.01492,0.00017,0.00079,0.00053,,,,,,,,,,
152,T3T1_complete_genome,Haemophilus_parainfluenzae_FQ312002.1,0.00011,0.00048,0.00052,0.00017,0.00001,0.00000,0.00000,0.00043,0.00002,0.00004,0.00003,0.00027,0.00047,0.00007,0.00037,0.00003,0.00004,0.00000,0.00003,0.00000,0.00011,0.00002,0.00000,0.00000,0.00004,0.00001,0.00001,0.00001,0.00000,0.00014,0.00007,0.00001,0.00017,0.00001,0.00001,0.00001,0.00000,0.00013,0.00000,0.00000,0.00002,0.00003,0.00010,0.00000,0.00005,,,,,,,,,,
157,92A2_complete_genome,Tannerella_forsythia_CP003191.1,0.00011,0.00009,0.00020,0.00024,0.00026,0.00005,0.00005,0.00002,0.00013,0.00011,0.00015,0.00018,0.00010,0.00007,0.00016,0.00030,0.00016,0.00002,0.00006,0.00007,0.00020,0.00017,0.00009,0.00007,0.00004,0.00006,0.00037,0.00005,0.00007,0.00038,0.00021,0.00035,0.00004,0.00033,0.00010,0.00018,0.00004,0.00036,0.00063,0.00002,0.00010,0.00047,0.00000,0.00025,0.00029,,,,,,,,,,
162,ISDg_chromosome_complete_genome,Lachnoclostridium_phytofermentans_CP000885.1,0.00008,0.00017,0.00021,0.00024,0.00018,0.00006,0.00006,0.00013,0.00018,0.00014,0.00011,0.00013,0.00015,0.00008,0.00025,0.00017,0.00019,0.00017,0.00016,0.00011,0.00023,0.00012,0.00015,0.00026,0.00012,0.00014,0.00003,0.00017,0.00010,0.00008,0.00012,0.00011,0.00007,0.00023,0.00015,0.00008,0.00004,0.00004,0.00006,0.00008,0.00010,0.00015,0.00011,0.00004,0.00014,,,,,,,,,,
9,DSM_2489_complete_genome,Treponema_succinifaciens_CP002631.1,0.00008,0.00001,0.00004,0.00004,0.00002,0.00000,0.00000,0.00003,0.00018,0.00018,0.00021,0.00003,0.00002,0.00001,0.00002,0.00018,0.00003,0.00003,0.00005,0.00027,0.00050,0.00036,0.00003,0.00009,0.00000,0.00012,0.00001,0.00004,0.00004,0.00003,0.00008,0.00000,0.00002,0.00021,0.00015,0.00005,0.00000,0.00001,0.00006,0.00001,0.00012,0.00004,0.00001,0.00001,0.00003,,,,,,,,,,
109,ORT-UMN_88_complete_genome,Ornithobacterium_rhinotracheale_CP006828.1,0.00008,0.00003,0.00013,0.00049,0.00030,0.00001,0.00001,0.00005,0.00004,0.00098,0.00104,0.00019,0.00005,0.00004,0.00048,0.00038,0.00063,0.00001,0.00023,0.00005,0.00155,0.00056,0.00002,0.00024,0.00039,0.00072,0.00041,0.00104,0.00050,0.00011,0.00024,0.00012,0.00003,0.00052,0.00009,0.00008,0.00044,0.00193,0.00038,0.00043,0.00258,0.00022,0.00000,0.00051,0.00008,,,,,,,,,,
26,DSM_3688_chromosome_1_complete_sequence,Prevotella_dentalis_CP003368.1,0.00008,0.00005,0.00081,0.00007,0.00005,0.00018,0.00018,0.00146,0.00002,0.00093,0.00112,0.00010,0.00004,0.00128,0.00006,0.00008,0.00113,0.00002,0.00005,0.00003,0.00086,0.00091,0.00001,0.00007,0.00000,0.00000,0.00004,0.00000,0.00002,0.00001,0.00035,0.00097,0.00048,0.00071,0.00001,0.00014,0.00000,0.00000,0.00008,0.00000,0.00001,0.00001,0.00000,0.00030,0.00213,,,,,,,,,,
84,strain_NCTC_8266_complete_genome,Clostridium_botulinum_CP010520.1,0.00008,0.00010,0.00011,0.00005,0.00003,0.00001,0.00001,0.00007,0.00019,0.00006,0.00006,0.00010,0.00011,0.00006,0.00008,0.00002,0.00005,0.00002,0.00003,0.00009,0.00043,0.00003,0.00000,0.00001,0.00000,0.00001,0.00008,0.00006,0.00000,0.00004,0.00008,0.00005,0.00001,0.00001,0.00002,0.00013,0.00000,0.00002,0.00002,0.00005,0.00000,0.00005,0.00000,0.00001,0.00003,,,,,,,,,,
151,DSM_2008_complete_genome,Veillonella_parvula_CP001820.1,0.00007,0.00056,0.00152,0.00020,0.00001,0.00005,0.00005,0.00039,0.00011,0.00045,0.00030,0.00014,0.00047,0.00010,0.00052,0.00004,0.00012,0.00002,0.00005,0.00002,0.00061,0.00006,0.00000,0.00006,0.00013,0.00001,0.00006,0.00535,0.00010,0.00055,0.00010,0.00013,0.00473,0.00019,0.00002,0.00001,0.00000,0.00004,0.00004,0.00035,0.00002,0.00004,0.00005,0.00000,0.00188,,,,,,,,,,
130,chromosome_II_complete_genome,Ruminococcus_bicirculans_HF545617.1,0.00007,0.02071,0.00440,0.00187,0.00107,0.00296,0.00296,0.00042,0.02153,0.00837,0.00596,0.00014,0.01361,0.00090,0.00086,0.00124,0.00003,0.01259,0.01141,0.01262,0.00124,0.00017,0.00196,0.00073,0.00631,0.00050,0.00113,0.00354,0.00405,0.01414,0.00047,0.00010,0.00001,0.00003,0.00003,0.03154,0.00000,0.02496,0.00003,0.00214,0.00005,0.00446,0.00204,0.00002,0.00567,,,,,,,,,,
42,YUAN-3_complete_genome,Ethanoligenens_harbinense_CP002400.1,0.00006,0.00001,0.00008,0.00004,0.00002,0.00000,0.00000,0.00001,0.00006,0.00005,0.00005,0.00007,0.00001,0.00001,0.00007,0.00001,0.00002,0.00002,0.00001,0.00003,0.00013,0.00003,0.00002,0.00004,0.00000,0.00004,0.00003,0.00001,0.00000,0.00001,0.00005,0.00002,0.00000,0.00002,0.00012,0.00003,0.00000,0.00002,0.00002,0.00000,0.00001,0.00001,0.00004,0.00001,0.00022,,,,,,,,,,
167,strain_KCOM_1535_complete_genome,Parvimonas_micra_CP009761.1,0.00006,0.00001,0.00008,0.00003,0.00001,0.00001,0.00001,0.00002,0.00003,0.00004,0.00009,0.00007,0.00001,0.00001,0.00004,0.00000,0.00001,0.00001,0.00001,0.00002,0.00115,0.00006,0.00001,0.00003,0.00000,0.00003,0.00004,0.00000,0.00000,0.00001,0.00005,0.00002,0.00000,0.00002,0.00001,0.00009,0.00000,0.00001,0.00001,0.00000,0.00000,0.00001,0.00014,0.00000,0.00000,,,,,,,,,,
80,689b_complete_genome,Bifidobacterium_breve_CP006715.1,0.00005,0.00004,0.00044,0.00015,0.00004,0.00005,0.00005,0.00029,0.00031,0.00040,0.00050,0.00006,0.00005,0.00004,0.00013,0.00026,0.00006,0.00019,0.00006,0.00051,0.00040,0.00020,0.00017,0.00007,0.00620,0.00009,0.00025,0.02011,0.00206,0.00014,0.00017,0.00012,0.00095,0.00019,0.00004,0.00001,0.00007,0.00013,0.00001,0.00964,0.00005,0.00003,0.00002,0.00000,0.00004,,,,,,,,,,
64,genome_assembly_ATCC9714__chromosome1, Clostridium _sordellii_LN679998.1,0.00005,0.00015,0.00011,0.00004,0.00001,0.00001,0.00001,0.00001,0.00019,0.00015,0.00016,0.00002,0.00011,0.00003,0.00004,0.00003,0.00003,0.00009,0.00000,0.00008,0.00113,0.00001,0.00000,0.00002,0.00001,0.00002,0.00010,0.00001,0.00000,0.00006,0.00005,0.00009,0.00001,0.00001,0.00004,0.00003,0.00000,0.00001,0.00003,0.00003,0.00000,0.00006,0.00003,0.00000,0.00003,,,,,,,,,,
74,JCM_1195_=_DSM_20436_DNA_complete_genome,Bifidobacterium_dentium_AP012326.1,0.00004,0.00004,0.00029,0.00001,0.00000,0.00002,0.00002,0.00047,0.00006,0.00298,0.00328,0.00010,0.00001,0.00004,0.00005,0.00008,0.00004,0.00006,0.00012,0.00005,0.00110,0.00002,0.00000,0.00017,0.00000,0.00007,0.00009,0.00599,0.00001,0.00012,0.00078,0.00012,0.00018,0.00008,0.00000,0.00000,0.00000,0.00002,0.00000,0.00455,0.00000,0.00001,0.00000,0.00000,0.00000,,,,,,,,,,
180,LMD-9_complete_genome,Streptococcus_thermophilus_CP000419.1,0.00004,0.00011,0.00087,0.00613,0.00001,0.00001,0.00001,0.00161,0.00201,0.00005,0.00004,0.00001,0.00859,0.00004,0.00060,0.00001,0.00009,0.00002,0.00197,0.00051,0.00011,0.00052,0.00001,0.00025,0.00001,0.00157,0.00002,0.00007,0.01384,0.00120,0.00000,0.00036,0.00018,0.00000,0.00013,0.00294,0.00000,0.00060,0.00007,0.00024,0.00001,0.00001,0.00000,0.00000,0.00001,,,,,,,,,,
178,MGA3_complete_genome,Bacillus_methanolicus_CP007739.1,0.00004,0.00002,0.00005,0.00003,0.00003,0.00001,0.00001,0.00003,0.00003,0.00006,0.00008,0.00004,0.00002,0.00001,0.00002,0.00002,0.00005,0.00001,0.00002,0.00002,0.00008,0.00001,0.00001,0.00001,0.00001,0.00002,0.00003,0.00002,0.00001,0.00001,0.00003,0.00003,0.00001,0.00002,0.00004,0.00001,0.00000,0.00001,0.00001,0.00000,0.00001,0.00002,0.00001,0.00001,0.00002,,,,,,,,,,
174,B6_complete_genome_strain_B6,Streptococcus_mitis_FN568063.1,0.00004,0.00009,0.00008,0.00022,0.00008,0.00004,0.00004,0.00017,0.00004,0.00003,0.00002,0.00002,0.00011,0.00005,0.00014,0.00012,0.00006,0.00017,0.00016,0.00005,0.00155,0.00011,0.00007,0.00039,0.00005,0.00011,0.00003,0.00024,0.00002,0.00022,0.00009,0.00003,0.00009,0.00005,0.00011,0.00006,0.00003,0.00005,0.00003,0.00024,0.00005,0.00012,0.00011,0.00001,0.00006,,,,,,,,,,
11,NVH_391-98_complete_genome,Bacillus_cytotoxicus_CP000764.1,0.00004,0.00001,0.00004,0.00003,0.00002,0.00001,0.00001,0.00001,0.00003,0.00002,0.00000,0.00006,0.00000,0.00001,0.00002,0.00003,0.00001,0.00001,0.00002,0.00002,0.00008,0.00003,0.00001,0.00001,0.00000,0.00003,0.00003,0.00001,0.00000,0.00000,0.00001,0.00001,0.00001,0.00002,0.00002,0.00001,0.00000,0.00001,0.00001,0.00001,0.00000,0.00001,0.00000,0.00000,0.00002,,,,,,,,,,
50,subsp_jejuni_CG8421_complete_genome,Campylobacter_jejuni_CP005388.1,0.00004,0.00007,0.00003,0.00029,0.00056,0.00004,0.00004,0.00002,0.00003,0.00002,0.00002,0.00003,0.00020,0.00003,0.00047,0.00054,0.00009,0.00021,0.00000,0.00001,0.00008,0.00115,0.00027,0.00002,0.00000,0.00053,0.00002,0.00012,0.00001,0.00009,0.00017,0.00006,0.00015,0.00052,0.00069,0.00001,0.00000,0.00016,0.00006,0.00033,0.00001,0.00076,0.00000,0.00002,0.00034,,,,,,,,,,
45,GZ1_complete_genome,Streptococcus_suis_CP000837.1,0.00003,0.00002,0.00020,0.00006,0.00025,0.00001,0.00001,0.00000,0.00019,0.00001,0.00001,0.00003,0.00002,0.00018,0.00006,0.00026,0.00027,0.00002,0.00003,0.00007,0.00003,0.00027,0.00003,0.00002,0.00000,0.00011,0.00012,0.00001,0.00001,0.00005,0.00010,0.00004,0.00000,0.00020,0.00006,0.00003,0.00001,0.00001,0.00010,0.00000,0.00001,0.00014,0.00001,0.00000,0.00000,,,,,,,,,,
127,KKS102_complete_genome,Acidovorax_sp._CP003872.1,0.00003,0.00002,0.00010,0.00005,0.00006,0.00001,0.00001,0.00001,0.00003,0.00002,0.00003,0.00001,0.00003,0.00001,0.00010,0.00013,0.00005,0.00000,0.00001,0.00002,0.00009,0.00002,0.00003,0.00005,0.00003,0.00002,0.00023,0.00000,0.00001,0.00001,0.00003,0.00001,0.00002,0.00002,0.00021,0.00002,0.00006,0.00001,0.00005,0.00000,0.00002,0.00003,0.00001,0.00000,0.00005,,,,,,,,,,
181,ATCC_43144_DNA_complete_genome,Streptococcus_pasteurianus_AP012054.1,0.00003,0.00003,0.00004,0.00014,0.00014,0.00009,0.00009,0.00014,0.00005,0.00001,0.00001,0.00001,0.00008,0.00003,0.00013,0.00015,0.00005,0.00035,0.00006,0.00004,0.00019,0.00011,0.00014,0.00048,0.00002,0.00010,0.00006,0.00014,0.00003,0.00008,0.00012,0.00004,0.00004,0.00008,0.00019,0.00005,0.00002,0.00006,0.00005,0.00008,0.00004,0.00007,0.00004,0.00001,0.00006,,,,,,,,,,
67,complete_genome_strain_M120,Clostridium_difficile_FN665653.1,0.00003,0.00003,0.00017,0.00004,0.00002,0.00001,0.00001,0.00001,0.00006,0.00004,0.00005,0.00001,0.00002,0.00001,0.00003,0.00003,0.00001,0.00002,0.00000,0.00003,0.00398,0.00002,0.00005,0.00013,0.00001,0.00004,0.00008,0.00000,0.00000,0.00002,0.00002,0.00004,0.00002,0.00002,0.00004,0.00062,0.00001,0.00001,0.00002,0.00001,0.00000,0.00003,0.00002,0.00000,0.00001,,,,,,,,,,
47,F0289_complete_genome,Prevotella_denticola_CP002589.1,0.00003,0.00032,0.00009,0.00003,0.00001,0.00002,0.00002,0.00019,0.00000,0.00017,0.00019,0.00002,0.00000,0.00012,0.00006,0.00001,0.00013,0.00000,0.00003,0.00000,0.00156,0.00008,0.00001,0.00006,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00003,0.00008,0.00003,0.00007,0.00000,0.00006,0.00000,0.00000,0.00001,0.00000,0.00004,0.00000,0.00001,0.00003,0.00014,,,,,,,,,,
70,subsp_lactis_KLDS_4_0325_chromosome_completegenome,Lactococcus_lactis_CP006766.1,0.00003,0.00001,0.00057,0.00012,0.00000,0.00002,0.00002,0.00120,0.00002,0.00025,0.00015,0.00003,0.00094,0.00004,0.00003,0.00000,0.00000,0.00001,0.00003,0.00002,0.00002,0.00001,0.00002,0.00002,0.00000,0.00004,0.00002,0.00000,0.00009,0.00000,0.00000,0.00002,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00012,0.00000,0.00005,0.00000,0.00000,0.00002,,,,,,,,,,
61,YY7918_DNA_complete_genome,Eggerthella_sp._AP012211.1,0.00003,0.00001,0.00016,0.00103,0.00002,0.00001,0.00001,0.00001,0.00032,0.00004,0.00004,0.00003,0.00001,0.00005,0.00131,0.00002,0.00014,0.00010,0.00001,0.00024,0.00003,0.00005,0.00007,0.00005,0.00000,0.00038,0.00020,0.00002,0.00023,0.00015,0.00001,0.00001,0.00005,0.00007,0.00008,0.00005,0.00000,0.00002,0.00028,0.00002,0.00161,0.00028,0.00004,0.00001,0.00025,,,,,,,,,,
185,KUB3006_DNA_complete_genome,Enterococcus_faecalis_AP018538.1,0.00003,0.00005,0.00003,0.00006,0.00007,0.00001,0.00001,0.00005,0.00005,0.00002,0.00002,0.00002,0.00001,0.00003,0.00003,0.00006,0.00008,0.00004,0.00002,0.00005,0.00010,0.00507,0.00063,0.00027,0.00020,0.00038,0.00004,0.00020,0.00002,0.00005,0.00003,0.00002,0.00002,0.00028,0.17875,0.00004,0.00003,0.00003,0.00006,0.00008,0.00003,0.00004,0.00001,0.00001,0.00005,,,,,,,,,,
117,T27_complete_genome,Paenibacillus_sabinae_CP004078.1,0.00003,0.00001,0.00002,0.00002,0.00002,0.00001,0.00001,0.00001,0.00001,0.00002,0.00003,0.00001,0.00001,0.00000,0.00005,0.00001,0.00000,0.00001,0.00001,0.00002,0.00003,0.00001,0.00000,0.00000,0.00001,0.00003,0.00002,0.00001,0.00000,0.00001,0.00001,0.00001,0.00000,0.00001,0.00001,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,,,,,,,,,,
142,ATCC_25845_chromosome_I_completesequence,Prevotella_melaninogenica_CP002122.1,0.00002,0.00011,0.00048,0.00023,0.00000,0.00008,0.00008,0.00110,0.00004,0.00024,0.00027,0.00001,0.00001,0.00071,0.00027,0.00001,0.00066,0.00000,0.00022,0.00004,0.00093,0.00050,0.00002,0.00016,0.00000,0.00000,0.00001,0.00000,0.00009,0.00000,0.00018,0.00051,0.00032,0.00033,0.00000,0.00032,0.00000,0.00000,0.00001,0.00000,0.00003,0.00000,0.00005,0.00017,0.00133,,,,,,,,,,
155,ATCC_9790_complete_genome,Enterococcus_hirae_CP003504.1,0.00002,0.00000,0.00001,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,,
124,ATCC_27782_complete_genome,Lactobacillus_ruminis_CP003032.1,0.00002,0.00003,0.00022,0.00020,0.00003,0.00001,0.00001,0.00002,0.00008,0.00004,0.00002,0.00002,0.00006,0.00007,0.00010,0.00003,0.00004,0.00005,0.00003,0.00006,0.00002,0.00003,0.00002,0.00026,0.00002,0.00005,0.00190,0.00008,0.00000,0.00027,0.00004,0.00006,0.00002,0.00003,0.00001,0.00006,0.00000,0.00001,0.00001,0.00000,0.00001,0.00033,0.00038,0.00001,0.00001,,,,,,,,,,
5,B6_complete_genome,Raoultella_ornithinolytica_CP004142.1,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00008,0.00000,0.00015,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003,0.00002,0.00000,0.00001,0.00000,0.00000,0.00002,0.00000,0.00000,0.00000,0.00001,0.00000,0.00001,0.00001,0.00000,0.00003,0.00000,0.00000,0.00002,0.00001,0.00001,0.00001,0.00002,0.00000,,,,,,,,,,
